일련번호,의료기관명,병상수,소재지,설립구분,개설일자,전화번호,데이터기준일자
3136,여강한의원,0,"창원시 마산합포구 합포로 120 (산호동, 파인플라자)",민간,2016-03-23,055-224-0675,2023-12-31
3137,김동국한의원,0,"창원시 마산합포구 합포로 29 (남성동, 제일빌딩)",민간,2015-10-12,055-247-4563,2023-12-31
3138,봄봄한의원,0,"창원시 마산회원구 율림교로 13 (양덕동, 메트로엠)",민간,2015-09-24,055-291-3737,2023-12-31
3139,장군한의원,0,"창원시 마산합포구 완월동5길 3, 2층 (장군동4가)",민간,2015-06-29,055-242-7538,2023-12-31
3140,다나한의원,0,"창원시 마산회원구 3·15대로 761, 경동극장 (합성동)",민간,2014-12-02,055-294-9904,2023-12-31
3141,단디한의원,0,창원시 마산회원구 양덕북21길 2 (양덕동),민간,2014-07-28,055-221-2323,2023-12-31
3142,경희홍한의원,0,"창원시 마산합포구 현동4길 5, 2층 204호 (현동)",민간,2013-09-02,055-293-0035,2023-12-31
3143,서울여성한의원,0,"창원시 마산합포구 해안대로 392 (오동동, 나라한의원)",민간,2013-07-31,055-241-2900,2023-12-31
3144,자인한의원,0,창원시 마산합포구 진동면 진동사동로 6,민간,2013-03-20,055-271-4733,2023-12-31
3145,본한의원,0,창원시 마산회원구 내서읍 상곡로 22 (중앙상가),민간,2012-06-01,055-232-1737,2023-12-31
3146,선담한의원,0,창원시 마산회원구 3·15대로 727 (합성동),민간,2011-07-21,055-296-3827,2023-12-31
3147,만지한의원,0,창원시 마산합포구 해안대로 25 (해운동),민간,2011-07-05,055-224-8100,2023-12-31
3148,성은한의원,0,창원시 마산합포구 교방시장2길 21 (교방동),민간,2011-05-02,055-241-5525,2023-12-31
3149,원자한의원,0,창원시 마산회원구 구암서1길 43 (구암동),민간,2011-04-25,055-296-0155,2023-12-31
3150,담 한의원,10,창원시 마산합포구 합포로 33 (남성동),민간,2011-01-11,055-222-1075,2023-12-31
3151,미즈아이구암한의원,0,"창원시 마산회원구 3·15대로 954 (구암동, 동남프라자)",민간,2010-10-07,055-275-2075,2023-12-31
3152,진동한의원,0,창원시 마산합포구 진동면 삼진의거대로 644,민간,2010-06-08,055-271-6718,2023-12-31
3153,태초한의원,0,"창원시 마산합포구 3·15대로 180 (중앙동2가, 뿌리주산학원)",민간,2009-12-31,055-223-7975,2023-12-31
3154,해담한의원,0,"창원시 마산회원구 용마로 130, 5층 1호 (양덕동)",민간,2009-09-08,055-222-8800,2023-12-31
3155,원한의원,0,창원시 마산합포구 합포로 38-1 (남성동),민간,2009-04-21,055-243-8275,2023-12-31
3156,다산한의원,0,"창원시 마산회원구 3·15대로 645 (석전동, 예일메디컬센터)",민간,2009-03-02,055-297-1240,2023-12-31
3157,이기태한의원,0,"창원시 마산회원구 3·15대로 679-1 (석전동, 동마산한의원)",민간,2008-10-23,055-252-9124,2023-12-31
3158,편안한의원,0,"창원시 마산회원구 내서읍 삼계로 2, 삼계웰빙프라자빌딩 3층",민간,2007-12-10,055-232-7545,2023-12-31
3159,청담한의원,0,창원시 마산회원구 북성로 321 (회성동),민간,2007-11-20,055-601-1075,2023-12-31
3160,참사랑한의원,0,"창원시 마산합포구 월영동4길 1, 참사랑한의원 2층 (해운동)",민간,2007-05-07,055-242-1075,2023-12-31
3161,건강만세한의원,0,창원시 마산합포구 월영동로 5 (해운동),민간,2006-08-29,055-247-9780,2023-12-31
3162,신명한의원,0,창원시 마산회원구 양덕서8길 9 (석전동),민간,2006-05-01,055-293-7582,2023-12-31
3163,혜인당한의원,0,"창원시 마산합포구 3·15대로 219-4, 1층 (중앙동3가)",민간,2005-12-01,055-223-6300,2023-12-31
3164,명성부부한의원,0,창원시 마산회원구 내서읍 호원로 361-2 (코오롱하늘채1차아파트),민간,2005-06-14,055-295-1675,2023-12-31
3165,명수한의원,0,"창원시 마산회원구 회원남1길 49 (회원동, 삼성메르빌)",민간,2005-02-04,055-224-1075,2023-12-31
3166,태양한의원,0,"창원시 마산회원구 팔용로 270 (구암동, 인애원복지재단)",민간,2004-08-20,055-255-8602,2023-12-31
3167,자연고려한의원,0,창원시 마산합포구 진동면 신서촌로 55,민간,2004-07-23,055-255-7455,2023-12-31
3168,김도환한의원,0,"창원시 마산회원구 팔용로 75 (합성동, 김도환한의원)",민간,2004-04-09,055-295-1075,2023-12-31
3169,송림한의원,0,"창원시 마산회원구 봉양로 5, 2층 (양덕동)",민간,2003-12-02,055-243-7579,2023-12-31
3170,숲속마을한의원,0,창원시 마산회원구 내서읍 숲속로 20-1,민간,2003-09-26,055-232-0107,2023-12-31
3171,몸사랑한의원,0,창원시 마산회원구 내서읍 삼계4길 30 (오마이치킨),민간,2003-07-15,055-231-3939,2023-12-31
3172,장수한의원,0,"창원시 마산회원구 회원동서로 34, 동화빌딩 (회원동)",민간,2002-07-25,055-248-1997,2023-12-31
3173,현대한의원,0,창원시 마산회원구 내서읍 호원로 226,민간,2002-05-17,055-261-7510,2023-12-31
3174,동림한의원,0,창원시 마산회원구 3·15대로 785 (합성동),민간,2002-04-29,055-292-0700,2023-12-31
3175,김영빈한의원,0,창원시 마산합포구 3·15대로 156 (중앙동2가),민간,2002-04-19,055-221-1075,2023-12-31
3176,지산한의원,0,"창원시 마산합포구 몽고정길 47 (부림동, 마산남성신용협동조합)",민간,2002-04-10,055-224-7582,2023-12-31
3177,제강한의원,0,창원시 마산합포구 어시장4길 46 (남성동),민간,2002-03-27,055-222-8851,2023-12-31
3178,송한의원,0,창원시 마산합포구 3·15대로 259 (중앙동3가),민간,2002-02-22,055-245-4536,2023-12-31
3179,굿모닝한의원,0,"창원시 마산합포구 합포로 86-1 (오동동, 중앙신경외과의원)",민간,2001-05-04,055-221-8575,2023-12-31
3180,광해한의원,0,창원시 마산회원구 내서읍 삼계4길 9 (홍삼나라),민간,2001-03-10,055-252-1075,2023-12-31
3181,윤솔한의원,0,"창원시 마산회원구 3·15대로 775, 5층 (합성동)",민간,2001-01-27,055-221-0886,2023-12-31
3182,피브로한의원,0,"창원시 마산합포구 해안대로 15 (해운동, 파라다이스빌딩)",민간,2000-10-19,055-224-5075,2023-12-31
3183,본초당한의원,0,"창원시 마산합포구 불종거리로 10 (동성동, 죽포빌딩)",민간,1999-06-09,055-246-5063,2023-12-31
3184,양지한의원,0,창원시 마산합포구 자산남로 35 (자산동),민간,1999-02-24,055-252-1782,2023-12-31
3185,신마산박한의원,0,"창원시 마산합포구 월영남로 42 (월영동, 대동아파트)",민간,1998-08-24,055-245-7799,2023-12-31
3186,손한의원,0,"창원시 마산합포구 합포로 30, 2층 (남성동)",민간,1998-02-27,055-242-8339,2023-12-31
3187,바로서한의원,0,"창원시 마산회원구 북성로 106 (회원동, 환금프라자)",민간,1997-04-11,055-246-0606,2023-12-31
3188,임동진한의원,0,"창원시 마산회원구 북성로 118 (회원동, 한효프라자 빌딩)",민간,1997-01-07,055-248-7600,2023-12-31
3189,허성배한의원,0,"창원시 마산합포구 가포로 12 (해운동, 선진상가)",민간,1996-09-15,055-222-8688,2023-12-31
3190,서일교한의원,0,창원시 마산합포구 합포로 130 (산호동),민간,1996-05-01,055-232-4633,2023-12-31
3191,오창록한의원,0,"창원시 마산합포구 3·15대로 134-1, 지송빌딩 1층 (중앙동1가)",민간,1995-09-21,055-244-5438,2023-12-31
3192,소리청대남한의원,0,"창원시 마산합포구 완월동16길 9 (장군동5가, 대남한의원)",민간,1995-06-29,055-221-4567,2023-12-31
3193,강림한의원,0,"창원시 마산회원구 양덕로 156 (양덕동, 강림한의원)",민간,1994-12-07,055-253-1597,2023-12-31
3194,세원한의원,0,"창원시 마산합포구 월영동16길 8, 2층 202호 (해운동)",민간,1994-07-05,055-241-9463,2023-12-31
3195,일성한의원,0,"창원시 마산회원구 3·15대로 823 (합성동, 일성한의원)",민간,1994-04-15,055-256-0075,2023-12-31
3196,이병직한의원,0,"창원시 마산합포구 산호동로 1 (산호동, 신한PLUS)",민간,1992-04-01,055-244-6776,2023-12-31
3197,권한의원,0,창원시 마산회원구 내서읍 호계본동로 17 (코오롱그랜드쇼핑),민간,1992-02-24,055-231-9702,2023-12-31
3198,감로한의원,0,창원시 마산회원구 내서읍 상곡로 46,민간,1991-12-24,055-231-3010,2023-12-31
3199,우리한의원,0,"창원시 마산합포구 3·15대로 87 (월남동1가, 우리한의원)",민간,1991-10-08,055-222-1212,2023-12-31
3200,생명장한의원,0,"창원시 마산회원구 양덕로 162 (양덕동, 생명장한의원)",민간,1991-04-08,055-293-1256,2023-12-31
3201,학산한의원,0,창원시 마산회원구 양덕로 140 (양덕동),민간,1990-08-06,055-297-5212,2023-12-31
3202,소담한의원,0,창원시 마산합포구 북성로 90 (상남동),민간,1989-05-09,055-245-3023,2023-12-31
3203,윤한의원,0,"창원시 마산합포구 용마로 88 (산호동, 윤한의원)",민간,1989-04-22,055-223-5678,2023-12-31
3204,자산한의원,0,"창원시 마산합포구 자산삼거리로 18 (자산동, 자산한의원)",민간,1989-03-09,055-246-9793,2023-12-31
3205,고려당한의원,0,"창원시 마산합포구 산호북1길 17, 2층 203.204호 (산호동, 삼성타운)",민간,1988-09-19,055-247-5599,2023-12-31
3206,인수한의원,0,창원시 마산합포구 진동면 서촌길 2 (포구정인수한의원),민간,1987-03-17,055-271-2043,2023-12-31
3207,해바라기한의원,0,"창원시 마산회원구 3·15대로 805 (합성동, 황성우산부인과)",민간,1987-01-24,055-295-5057,2023-12-31
3208,세제한의원,0,"창원시 마산회원구 양덕로 130 (양덕동, 세제한의원)",민간,1986-06-17,055-296-2588,2023-12-31
3209,청송한의원,0,창원시 마산합포구 월영동북로 10 (해운동),민간,1985-02-19,055-243-0060,2023-12-31
3210,의성한의원,0,"창원시 마산회원구 석전남8길 66, 2층 (석전동)",민간,1984-10-17,055-255-5583,2023-12-31
3211,세강당한의원,0,창원시 마산합포구 합포로 66 (동성동),민간,1983-06-17,055-242-5539,2023-12-31
3212,박창원한의원,0,"창원시 마산회원구 회원동1길 15-1 (회원동, 박창원한의원)",민간,1983-06-17,055-246-2506,2023-12-31
3213,영남한의원,0,"창원시 마산회원구 합성서7길 14 (합성동, 영남한의원)",민간,1982-05-14,055-255-0570,2023-12-31
3214,서울한의원,0,"창원시 마산합포구 해안대로 392 (오동동, 나라한의원)",민간,1973-06-14,055-242-1616,2023-12-31
3215,뉴창생한의원,0,"창원시 마산합포구 산호복17길 48, 2층 (산호동)",민간,1989-07-17,055-241-8388,2023-12-31
3216,국제한의원,0,"창원시 마산회원구 석전동6길 49, 1층 (석전동, 서광빌라)",민간,1990-12-21,055-255-1411,2023-12-31
3217,신항부부한의원,0,"창원시 진해구 신항동로 141, 2층 215호 (용원동, 애플타운 헤리티지)",민간,2023-04-27,055-719-3838,2023-12-31
3218,중앙한의원,0,"창원시 진해구 진해대로 648, 2층 (경화동)",민간,2021-03-06,055-546-5575,2023-12-31
3219,신항편안한한의원,0,"창원시 진해구 신항4로 58, 오송스퀘어 2층 206호 (용원동)",민간,2020-07-22,055-551-8890,2023-12-31
3220,서울부부한의원,0,"창원시 진해구 진해대로776번길 28, 진해농협종합회관(하나로마트) 1층 (석동)",민간,2019-04-19,055-544-7510,2023-12-31
3221,박사한의원,0,"창원시 진해구 충장로 134, 3층 (충무동)",민간,2018-08-27,055-547-5575,2023-12-31
3222,남문한의원,0,"창원시 진해구 남영로 48, 일등프라자 3층 301호 (남문동)",민간,2018-07-02,055-545-8575,2023-12-31
3223,자은한의원,0,"창원시 진해구 장복대로 141, 정우엠타워 3층 304호 (자은동)",민간,2018-02-23,055-243-7572,2023-12-31
3224,김승현한의원,0,"창원시 진해구 충장로657번길 20, 203호 (장천동, 현대빌딩)",민간,2016-12-27,055-552-1075,2023-12-31
3225,해인한의원,0,"창원시 진해구 냉천로 83, 305호 (석동, 석동메티칼빌딩)",민간,2016-02-01,055-542-9985,2023-12-31
3226,혜민한의원,0,창원시 진해구 경화로22번길 24(경화동),민간,2015-04-08,055-547-7555,2023-12-31
3227,덕산한의원,0,"창원시 진해구 동진로 146, 1층 (덕산동)",민간,2014-04-30,055-601-1252,2023-12-31
3228,정한의원,0,창원시 진해구 중원서로 65 (창선동),민간,2014-01-13,055-542-3604,2023-12-31
3229,아이맘한의원,10,"창원시 진해구 진해대로 752, 롯데시네마 2층 205,207호 (석동)",민간,2012-11-20,055-551-1000,2023-12-31
3230,봄한의원,0,"창원시 진해구 진해대로776번길 27, 203호 (이동, 온메디칼)",민간,2012-10-04,055-546-1166,2023-12-31
3231,홍복한의원,0,창원시 진해구 충장로 116 (충무동),민간,2010-10-19,055-545-1877,2023-12-31
3232,사대한의원,14,창원시 진해구 해원로32번길 16 (이동),민간,2010-01-27,055-552-7575,2023-12-31
3233,열린한의원,0,"창원시 진해구 안골로 344, 204호 (용원동, 용원마이다스빌딩)",민간,2009-12-29,055-543-7510,2023-12-31
3234,경화벚꽃한의원,0,창원시 진해구 경화시장로 36-1 (경화동),민간,2009-08-17,055-542-8248,2023-12-31
3235,미소한의원,0,창원시 진해구 벚꽃로 68-1 (화천동),민간,2009-06-09,055-547-1075,2023-12-31
3236,샘터한의원,0,"창원시 진해구 중원동로10번길 7-6, 1,2층 (태평동)",민간,2009-01-29,055-543-5438,2023-12-31
3237,숨쉬는하구한의원,0,창원시 진해구 냉천로126번길 17 (자은동),민간,2008-10-10,055-546-7975,2023-12-31
3238,미즈아이청담한의원,0,"창원시 진해구 안청남로 36, 2층 (안골동)",민간,2008-09-05,055-544-1075,2023-12-31
3239,원광한의원,0,"창원시 진해구 충장로 361, 302호 (경화동, 그랜드메디컬)",민간,2008-02-18,055-543-3824,2023-12-31
3240,장수한의원,0,창원시 진해구 용원로 95 (용원동),민간,2006-11-01,055-544-1088,2023-12-31
3241,마천한의원,0,창원시 진해구 웅동로57번길 5-1 (마천동),민간,2006-10-30,055-552-3680,2023-12-31
3242,클레오파트라한의원,0,창원시 진해구 충장로297번길 1 (경화동),민간,2006-07-28,055-543-8845,2023-12-31
3243,약손한의원,0,창원시 진해구 충장로 425 (이동),민간,2006-05-30,055-541-1075,2023-12-31
3244,은혜한의원,0,창원시 진해구 충장로 128 (충무동),민간,2006-04-11,055-544-9135,2023-12-31
3245,이상헌한의원,0,"창원시 진해구 안골로 348, 301호 (용원동, 용원그랜드쇼핑)",민간,2006-04-11,055-552-6900,2023-12-31
3246,김성민한의원,0,"창원시 진해구 진해대로921번길 4, 201호 (자은동, 뉴시티빌딩)",민간,2003-11-02,055-551-8575,2023-12-31
3247,문화한의원,0,"창원시 진해구 용원로 9, 3층 (용원동, 엠파이어상가)",민간,2003-06-04,055-551-8275,2023-12-31
3248,석동한의원,0,"창원시 진해구 충장로657번길 4, 201호 (장천동)",민간,2002-09-04,055-545-8579,2023-12-31
3249,해군해양한의원,0,"창원시 진해구 진해대로963번길 35, 해군해양의료원 (자은동)",공공,2002-07-10,055-907-5736,2023-12-31
3250,성진한의원,0,창원시 진해구 용원로 88-1 (용원동),민간,2002-04-19,055-552-8275,2023-12-31
3251,한양한의원,26,창원시 진해구 진해대로970번길 34 (풍호동),민간,2001-06-22,055-546-4630,2023-12-31
3252,낙영한의원,0,창원시 진해구 용원로 63 (용원동),민간,1997-10-11,055-552-8906,2023-12-31
3253,경희한의원,0,"창원시 진해구 냉천로 93, 302호 (석동, 그린프라자)",민간,1995-04-18,055-542-7577,2023-12-31
3254,청수한의원,0,창원시 진해구 중원동로 27 (근화동),민간,1993-05-11,055-546-2775,2023-12-31
3255,세중당한의원,0,창원시 진해구 충장로 325 (경화동),민간,1992-04-15,055-543-0861,2023-12-31
3256,창제당한의원,0,"창원시 진해구 남영로 56, 더원프라자 3층 301호 (남문동)",민간,1992-03-27,055-542-4407,2023-12-31
3257,익수당한의원,0,창원시 진해구 진해대로901번길 6-6(자은동),민간,1990-08-30,055-546-8071,2023-12-31
3258,대자한의원,0,창원시 진해구 돌리로6번길 26 (석동),민간,1990-04-04,055-546-7900,2023-12-31
3259,설산한의원,0,창원시 진해구 진해대로 625 (경화동),민간,1987-10-17,055-543-5232,2023-12-31
3260,성도한의원,0,"창원시 진해구 풍호로3번길 4 (풍호동, 푸른솔약국 2층)",민간,1986-03-20,055-545-2336,2023-12-31
3261,원창한의원,0,진주시 진주대로1080번길 8 (대안동),민간,1980-05-13,055-741-9911,2023-12-31
3262,경희한의원,0,"진주시 선학산길27번길 12, 1층 (상대동)",민간,1981-07-29,055-752-8289,2023-12-31
3263,고려한의원,0,진주시 평거로 132 (신안동),민간,1982-03-29,055-741-3333,2023-12-31
3264,법화한의원,0,진주시 진주대로 1169-2 (봉곡동),민간,1983-02-11,055-741-8683,2023-12-31
3265,동산한의원,0,진주시 진주대로 857 (주약동),민간,1986-02-15,055-753-9575,2023-12-31
3266,영남한의원,0,진주시 문산읍 동부로 572,민간,1986-03-08,055-761-6175,2023-12-31
3267,약산한의원,0,진주시 진주대로 1149-1 (봉곡동),민간,1986-06-02,055-743-3443,2023-12-31
3268,유 한의원,0,진주시 망경로297번길 15 (강남동),민간,1986-09-27,055-752-7505,2023-12-31
3269,최한의원,0,진주시 비봉로24번길 4-1 (중안동),민간,1987-07-06,055-743-1160,2023-12-31
3270,남채당한의원,0,진주시 향교로 19 (수정동),민간,1988-03-18,055-743-4630,2023-12-31
3271,박형수한의원,0,진주시 진주성로 45 (인사동),민간,1988-04-27,055-741-4382,2023-12-31
3272,서정주한의원,0,진주시 진주대로1088번길 3 (평안동),민간,1988-07-20,055-743-5878,2023-12-31
3273,박성민한의원,0,진주시 진양호로 573 (장대동),민간,1989-03-09,055-743-6787,2023-12-31
3274,유당한의원,0,"진주시 동진로 194, 2층 (상대동)",민간,1991-03-25,055-755-2900,2023-12-31
3275,중국한의원,0,진주시 남강로 733 (옥봉동),민간,1991-05-09,055-742-3817,2023-12-31
3276,경희혜민한의원,0,"진주시 금산면 중천로 80, 청솔빌딩 305호",민간,1991-06-28,055-762-3100,2023-12-31
3277,강동한의원,0,진주시 진주성로 88 (상봉동),민간,1991-11-20,055-746-5577,2023-12-31
3278,정한의원,0,"진주시 진양호로 404, 2층 (신안동)",민간,1991-12-20,055-746-9179,2023-12-31
3279,김법진한의원,0,진주시 도동로 217-1 (하대동),민간,1992-06-08,055-759-0559,2023-12-31
3280,원한의원,0,"진주시 대신로 334, 1,2,3,4층 (하대동)",민간,1992-10-30,055-763-9500,2023-12-31
3281,솔한의원,0,"진주시 서장대로 297, 1층 (이현동)",민간,1992-12-17,055-743-0085,2023-12-31
3282,경희녹수한의원,0,"진주시 남강로309번길 20, 2층 201호 (평거동, 더테라스빌딩)",민간,1994-09-09,055-745-8981,2023-12-31
3283,대통한의원,0,진주시 대곡면 진의로 1062,민간,1994-12-15,055-747-5050,2023-12-31
3284,김채민한의원,0,"진주시 장대로 11, 2층 (장대동)",민간,1995-05-11,055-747-2308,2023-12-31
3285,동인당한의원,0,진주시 가호로 3 (가좌동),민간,1996-01-19,055-762-0956,2023-12-31
3286,가야한의원,0,진주시 망경로 292 (망경동),민간,1996-02-15,055-758-4424,2023-12-31
3287,현대한의원,0,진주시 남강로 720 (옥봉동),민간,1996-11-29,055-748-1433,2023-12-31
3288,숨편한세상하여태한의원,0,"진주시 동진로 210, 지하1층,지상1층 (상대동)",민간,1998-04-23,055-757-7798,2023-12-31
3289,힘찬한의원,0,"진주시 진양호로 284, 2층 (신안동)",민간,1998-07-07,055-748-8275,2023-12-31
3290,장생한의원,0,진주시 남강로 713-1 (장대동),민간,1998-10-13,055-746-8883,2023-12-31
3291,용한의원,0,진주시 진주대로 1192 (봉곡동),민간,1999-05-26,055-745-9119,2023-12-31
3292,대추나무한의원,0,"진주시 향교로 8, 2층 (평안동)",민간,1999-06-23,055-743-1074,2023-12-31
3293,경희동원당한의원,0,"진주시 진주대로 1188, 2,3층 (봉곡동)",민간,1999-09-21,055-748-5986,2023-12-31
3294,도림한의원,0,진주시 일반성면 동부로 2028,민간,2000-04-14,055-762-4966,2023-12-31
3295,보리한의원,0,진주시 진주대로 1100 (평안동),민간,2001-11-26,055-741-2727,2023-12-31
3296,국산한의원,0,"진주시 도동로 212, 2층 (하대동)",민간,2002-01-09,055-754-8315,2023-12-31
3297,금산한의원,0,"진주시 금산면 금산순환로11번길 7, 다사랑빌딩 3층",민간,2002-04-04,055-763-0075,2023-12-31
3298,중앙한의원,0,진주시 진주대로 1080 (대안동),민간,2002-05-04,055-748-2511,2023-12-31
3299,송강한의원,0,"진주시 진양호로 290, 2층 (신안동)",민간,2002-08-19,055-742-7997,2023-12-31
3300,산청한의원,0,"진주시 진주대로 1168-1, 1층 (봉곡동)",민간,2003-04-03,055-745-0400,2023-12-31
3301,우리한의원,0,"진주시 진주대로815번길 8, 2층 (주약동)",민간,2003-05-26,055-752-7537,2023-12-31
3302,송림한의원,0,진주시 대신로 315 (하대동),민간,2003-12-13,055-763-1075,2023-12-31
3303,우리들한의원,0,"진주시 진양호로 560, 2층 (장대동)",민간,2004-05-04,055-742-1075,2023-12-31
3304,다나한의원,0,"진주시 촉석로 205, 2층 (대안동)",민간,2004-10-16,055-743-4869,2023-12-31
3305,홍제한의원,0,"진주시 진주대로 1077, 2층 (대안동)",민간,2004-10-20,055-748-8575,2023-12-31
3306,경희감초한의원,0,"진주시 말티고개로123번길 31 (초전동,(1층))",민간,2005-03-18,055-743-7555,2023-12-31
3307,소망한의원,0,진주시 도동천로 101 (상대동),민간,2005-04-26,055-757-8275,2023-12-31
3308,구루한의원,0,"진주시 진주대로 1132, 2층 (봉곡동)",민간,2005-08-16,055-741-0032,2023-12-31
3309,문한의원,0,진주시 진주대로 1175 (봉곡동),민간,2005-12-09,055-757-7003,2023-12-31
3310,경희예인한의원,0,진주시 신안로 94 (신안동),민간,2006-02-10,055-748-6161,2023-12-31
3311,제가한의원,0,"진주시 진주대로 558, 1층 (가좌동)",민간,2007-06-15,055-763-8900,2023-12-31
3312,으뜸한의원,0,"진주시 진양호로 566, 2층 (장대동)",민간,2007-08-24,055-747-0266,2023-12-31
3313,청담한의원,0,진주시 진양호로240번길 6 (평거동),민간,2007-10-04,055-747-1075,2023-12-31
3314,약손한의원,0,"진주시 진주대로 1074, 2층 (대안동)",민간,2008-06-23,055-743-8275,2023-12-31
3315,반성한의원,0,진주시 일반성면 동부로 1944,민간,2009-07-17,055-757-7975,2023-12-31
3316,원광한의원,0,진주시 대신로441번길 4 (초전동),민간,2010-02-04,055-759-1075,2023-12-31
3317,본디올한의원,0,"진주시 진양호로 274, 2층 (신안동)",민간,2010-04-22,055-743-1025,2023-12-31
3318,문산한의원,0,진주시 문산읍 월아산로 1089,민간,2011-11-08,055-761-1075,2023-12-31
3319,인삼당한의원,0,진주시 남강로 690-1 (장대동),민간,2011-12-21,055-741-4488,2023-12-31
3320,남가람한의원,0,"진주시 금산면 금산순환로 24, 금호빌딩 201, 202호",민간,2012-01-02,055-755-1075,2023-12-31
3321,호두나무한의원,0,"진주시 신평공원길47번길 8-11, 1층 (평거동)",민간,2012-10-08,055-747-9618,2023-12-31
3322,비앤비의원.한의원,0,진주시 진양호로 145 (평거동),민간,2013-01-02,055-745-1114,2023-12-31
3323,경희부부한의원,0,진주시 강변길 3 (호탄동),민간,2013-03-05,055-753-0001,2023-12-31
3324,공룡한의원,0,"진주시 솔밭로 125, 1-2층 (상대동)",민간,2014-04-02,055-762-7775,2023-12-31
3325,진주채움한의원,0,"진주시 동진로 139, 2층 (상대동)",민간,2015-01-27,055-759-1551,2023-12-31
3326,지리산쌍계한의원,0,"진주시 도동로 222, 2층 (하대동)",민간,2015-04-06,055-763-1357,2023-12-31
3327,LH한의원,0,"진주시 충의로 19, 2층 (충무공동)",민간,2015-04-28,055-922-6063,2023-12-31
3328,바름한의원,0,"진주시 진주대로 880, 4,5층 (칠암동)",민간,2015-06-22,055-752-3972,2023-12-31
3329,아이&맘편작한의원,0,"진주시 진양호로 270, 3층 (신안동)",민간,2015-06-24,055-794-2977,2023-12-31
3330,한빛한의원,0,"진주시 초전북로 59, 2층 (초전동)",민간,2015-09-25,055-761-7865,2023-12-31
3331,봄한의원,0,"진주시 촉석로 183, 2층 (중안동)",민간,2015-09-25,055-745-3001,2023-12-31
3332,청솔한의원,0,"진주시 동진로 178-1, 2층 (상대동)",민간,2015-11-25,055-753-7510,2023-12-31
3333,열린한의원,0,"진주시 동진로 152, 2층 (상대동)",민간,2016-04-07,055-762-0277,2023-12-31
3334,바로서한의원,0,"진주시 진양호로 206, 3층 (평거동, BYC진주빌딩)",민간,2016-04-15,055-746-8535,2023-12-31
3335,해원한의원,0,"진주시 진양호로 487, 1층 (인사동)",민간,2016-06-10,055-743-7283,2023-12-31
3336,구태용한의원,0,"진주시 진양호로 336, 1층 (신안동)",민간,2017-03-23,055-761-8585,2023-12-31
3337,연한의원,0,"진주시 진양호로 300, 2층 (신안동)",민간,2017-04-03,055-747-7510,2023-12-31
3338,민한의원,0,진주시 천수로 300(신안동),민간,2017-04-17,055-757-7007,2023-12-31
3339,도원한의원,0,"진주시 초북로 50, 2층 201호 (초전동)",민간,2017-06-13,055-755-4170,2023-12-31
3340,가현의료소비자생활협동조합 누리한의원,0,"진주시 북장대로 49, 2층 (봉곡동)",민간,2017-08-03,055-790-9612,2023-12-31
3341,당당한의원,0,"진주시 범골로60번길 12, 5,6,7층 (충무공동)",민간,2017-09-13,055-754-9999,2023-12-31
3342,충무공한의원,0,"진주시 충의로 22, 2층 201호 (충무공동)",민간,2017-09-18,055-762-1075,2023-12-31
3343,초전경희한의원,0,"진주시 초북로 54, 효원빌딩 301호 (초전동)",민간,2019-04-01,,2023-12-31
3344,강산한의원,0,"진주시 진양호로 296, 1층 (신안동)",민간,2019-05-17,055-747-7975,2023-12-31
3345,사랑인한의원,0,"진주시 순환로 529, 7층 (평거동)",민간,2019-07-09,055-746-3659,2023-12-31
3346,진주경희한의원,0,"진주시 초북로20번길 5-11, 1,3,4층 (초전동)",민간,2019-12-31,0507-1373-7510,2023-12-31
3347,정촌한의원,0,"진주시 정촌면 삼일로106번길 8, 상가1동 205호,206호 (진주 정촌 대경 파미르 아파트)",민간,2020-02-11,055-763-0809,2023-12-31
3348,강남우아한바비한의원,0,"진주시 에나로175번길 12, 2층 2008호 (충무공동, 혁신도시중흥에스-클래스센트럴시티3단지)",민간,2021-03-10,,2023-12-31
3349,진주혁신한의원,0,"진주시 충의로 30, SH타워 202호 (충무공동)",민간,2022-06-08,,2023-12-31
3350,봄날한의원,0,"진주시 개양로 112, 신진주역세권 줌테라스 106~108호 (가좌동)",민간,2022-06-10,,2023-12-31
3351,거북이한의원,0,"진주시 진양호로 72, 1층 (평거동)",민간,2022-07-08,055-748-9975,2023-12-31
3352,소나무한의원,0,"진주시 진양호로 522-1, 2층(본성동)",민간,2023-02-20,055-748-1275,2023-12-31
3353,라움의료소비자생활협동조합 라움한의원,0,"진주시 진양호로 227, 9층 (평거동)",민간,2016-05-13,055-747-3346,2023-12-31
3354,강한한의원,0,"통영시 중앙로 311, 4층 (무전동)",민간,2018-05-01,055-648-6655,2023-12-31
3355,새터 한의원,0,"통영시 중앙로 92, 1층 (서호동)",민간,2018-04-16,055-642-7878,2023-12-31
3356,경희한의원,0,"통영시 봉수로 3, 2층 (봉평동)",민간,2016-03-14,055-642-7977,2023-12-31
3357,통영사랑 이호일한의원,0,"통영시 중앙로 297, 3층 (북신동, 삼성생명빌딩)",민간,2015-12-30,055-648-5175,2023-12-31
3358,달아한의원,0,"통영시 미수로 135, 2층 (미수동)",민간,2014-03-17,055-648-7773,2023-12-31
3359,통영경희한의원,0,"통영시 중앙로 281, 2층 (북신동, 흥국생명통영사옥)",민간,2013-04-17,055-642-7582,2023-12-31
