시설명,주소,경도,위도
부부치과의원,거제시 거제중앙로 1912 (고현동),128.623186014,34.888701375
제일치과의원,거제시 옥포로 243 (옥포동),128.690006817,34.896266402
옥치과의원,"거제시 서문로 74, 동유빌딩 2층 (고현동)",128.623870289,34.889762768
고현치과의원,거제시 고현로 113-1 (고현동),128.624950456,34.887581308
백치과의원,거제시 거제중앙로 1905-1 (고현동),128.622984396,34.888228332
삼성치과의원,"거제시 장평1로 105, 3층 (장평동)",128.609626459,34.893171651
한치과의원,거제시 거제중앙로 1890 (고현동),128.624042293,34.886891713
상아치과의원,"거제시 거제중앙로 1916-1, 5층 (고현동, 고현상아치과)",128.622946456,34.889152209
백수치과의원,"거제시 옥포로 209, 2층 (옥포동, 창신빌딩)",128.690875382,34.893387082
라라치과의원,"양산시 동면 내송내안2길 29, 4층 402호, 403호",129.066653595,35.319104141
티트리치과의원,"양산시 물금읍 청운로 345, 캠퍼스프라자1차 6층",129.015410823,35.327316892
사송퍼스트치과의원,"양산시 동면 내송큰들로 16, 이진타워 401, 402호",129.066903483,35.316675197
서울패미리치과의원,"양산시 물금읍 증산역로 135, 6층 606호",129.005293215,35.310584903
노블치과교정과치과의원,"양산시 물금읍 청운로 178, 아르누보시티 606호",129.002777847,35.316240905
서울에스원치과의원,"양산시 양산역6길 21, DigitalLG 1.2층 (중부동)",129.028180251,35.337330846
연세바른치과의원,"양산시 평산로 29, 2층 (평산동)",129.151633699,35.381397924
이좋은치과의원,"양산시 서일동로 39, 4층 (중부동)",129.037208884,35.341902927
은하수치과의원,"양산시 물금읍 가촌서로 20-1, 4층",128.990130530,35.319610762
바르다치과의원,"양산시 물금읍 야리로 45, E-PLAZA 4층",129.003182311,35.315873281
바른치과의원,"양산시 물금읍 청운로 343, BR빌딩 201호",129.015265897,35.326993332
온치과의원,"양산시 상북면 반회서6길 16, 2층",129.058784053,35.415130184
하늘연치과의원,"양산시 동면 금오로 242, GOOD프라임빌딩 402호",129.025548481,35.315407555
양산아이들치과의원,"양산시 물금읍 청운로 354, 305호",129.016920170,35.327213071
상쾌한치과의원,"양산시 동면 금오로 253, 2층 202호",129.026960797,35.316023697
석산이사랑치과의원,"양산시 동면 금오13길 54, 석산프라자 302·303호",129.024688529,35.320436148
마인드치과의원,"양산시 덕계로 61, 401호 (덕계동)",129.150301967,35.373696729
연세미소치과의원,"양산시 삼호1길 41, 2층 (삼호동)",129.167270818,35.413996563
채움치과의원,"양산시 동면 금오13길 10, 303호",129.025649738,35.316585284
누리치과의원,"양산시 덕계로 110, 2층 201호 (덕계동)",129.153982754,35.376781717
우리아이바른이 어린이치과의원,"양산시 물금읍 청운로 178, 아르누보시티 4층 407, 408호",129.002777847,35.316240905
웅상 바룸 치과의원,"양산시 삼호로 191, 웅상빌딩 2층 (삼호동)",129.170016803,35.414274715
66정플란트치과의원,"양산시 평산로 7, 기복산빌딩 2층 (평산동)",129.154091015,35.381258936
드림화이트치과의원,"양산시 물금읍 삽량로 30, 디온플레이스 5층 502일부, 503, 504호",129.012840000,35.328641512
평산그랜드치과의원,"양산시 평산로 17, 원강타워 4층 (평산동)",129.152970253,35.381342755
서울이유있는치과의원,"양산시 물금읍 야리로 31, 4층 407,408,409호",129.001875053,35.316750603
박앤장치과의원,"양산시 물금읍 새실로 42, 5층 501호",128.994642294,35.313146308
바른마음치과의원,"양산시 물금읍 새실로 38, 5층 501, 502호",128.994398495,35.313295526
림플란트치과의원,"양산시 물금읍 청운로 178, 아르누보시티 3층 302호",129.002777847,35.316240905
미소랑치과의원,"양산시 물금읍 물금1길 20, 301,302호",128.988034854,35.309051922
ABC치과의원,"양산시 물금읍 청운로 185, 오즈시티 402, 403호",129.002859597,35.317224544
채우미치과의원,"양산시 물금읍 서들로 148, 채움 405호",129.006713160,35.311939759
이팝나무치과의원,"양산시 중앙로 248, 예호빌딩 3층 301호 (신기동)",129.041765600,35.352284201
물금어린이치과의원,"양산시 물금읍 청운로 181, 조양타워2 702,703호",129.002432757,35.316975480
서울베스트치과의원,"양산시 물금읍 증산역로 163, 재승프라자 4층 404호",129.007728197,35.309521322
하은치과의원,"양산시 동면 금오13길 4, 네오스퀘어 3층 305,306호",129.025644814,35.316176068
양산제일치과의원,"양산시 동면 금오로 255, 양산제일병원 3층 304호",129.027261506,35.316047715
양산서울치과의원,"양산시 물금읍 새실로 159, 나래메트로시티 A동 2층 207호",129.004346929,35.315249295
포도나무치과의원,"양산시 양산역6길 17, 청림타워 6층 602호 (중부동)",129.027743616,35.337378988
연세플란트치과의원,"양산시 삼호로 193, 2층 (삼호동)",129.169799481,35.414509058
진스마일치과의원,"양산시 물금읍 범어로 60, 303,304호 (청암프라자)",129.014073569,35.328930782
강치과 의원,"양산시 연호로 22, 402호 (삼호동, 서창메디컬센터)",129.173275843,35.417136692
유디양산치과의원,"양산시 강변로 438, 1102호 (중부동, 크리스탈타워)",129.026767973,35.338051024
정부부치과의원,"양산시 물금읍 범어로 62, 305호 (치선타운)",129.014309766,35.328743675
복치과의원,"양산시 물금읍 청운로 188, 나래시티 3층 303호",129.003287893,35.316619243
보스톤부부치과의원,"양산시 동면 금오16길 4, 4층",129.025794352,35.317741610
타임치과의원,"양산시 번영로 13, 2층 (덕계동)",129.151379832,35.373982583
평산뷰티플란트치과의원,"양산시 평산로 40, 3층 (평산동)",129.150761031,35.381879129
센텀치과의원,"양산시 서창로 170-1, 현대빌딩 3층 (삼호동)",129.171321480,35.414768577
바룸치과의원,"양산시 양산역1길 14, 3,4,5층 (중부동)",129.027570736,35.336120386
아름다운치과의원,"양산시 대운로 220, 대운상가 2층 202호 (명동)",129.171186489,35.407617602
리더스치과의원,양산시 서창로 166 (삼호동),129.170817396,35.414382557
스타허브치과의원,"양산시 물금읍 삽량로 36, 502호 (스타프라자빌딩)",129.013445364,35.328987638
탑치과의원,"양산시 물금읍 신주로 49, 402호 (물금빌딩)",129.016923466,35.332704574
달라스치과의원,"양산시 덕계로 17-0 (덕계동, 조은약국)",129.147964594,35.370075460
프라임치과의원,"양산시 서창로 159, 남광빌딩 4층 (삼호동)",129.170213720,35.414227713
노바어린이치과의원,"양산시 양산역로 71, 3층 (중부동, 노바메디칼케어)",129.028755691,35.335709003
웰치과의원,"양산시 양주로 46, 203호 (남부동, 피닉스)",129.028269847,35.331349830
이플란트치과의원,"양산시 양산역6길 13, 4층 403호 (중부동, 메트로타워빌딩)",129.027407700,35.337489177
선치과의원,"양산시 덕계로 48, 4층 (덕계동)",129.149628203,35.372403600
미담치과의원,"양산시 평산로 33, 3층 301호 (평산동, 덕계유토피아빌딩)",129.151319197,35.381450197
연세치과의원,"양산시 양산역6길 3, 센트럴스위트 4층 402호 (중부동)",129.026602672,35.337800445
나래치과의원,"양산시 양산역1길 18, 301호 (중부동, 나래프라자)",129.027624324,35.336486113
양산이루미치과의원,"양산시 양산역1길 18, 나래프라자 3층 302호 (중부동)",129.027624324,35.336486113
뷰티플란트치과의원,"양산시 물금읍 삽량로 40, 4층 (세종빌딩)",129.013620819,35.329333816
미소치과의원,"양산시 삽량로 199, 301호 (중부동, 서린프라자)",129.028345770,35.335135576
참조은치과의원,"양산시 덕계로 78, 2층 (덕계동)",129.151777837,35.374539634
현대치과의원,"양산시 양주로 94, 2층 203호 (남부동, 양산신도시아파트청어람)",129.033072354,35.332219759
백아치과의원,"양산시 북정11길 3, 4층 (북정동, 범준빌딩)",129.048299838,35.361925866
미래치과의원,"양산시 소주회야1길 3, 4층 (소주동)",129.158799666,35.407377156
하얀치과의원,양산시 중앙로 179 (북부동),129.039126286,35.346630936
늘푸른치과의원,"양산시 삼일로 65, 2층 (북부동, 현대타운)",129.034543889,35.343875138
김대영치과의원,양산시 북안남4길 1 (북부동),129.038367336,35.345258683
한치과의원,"양산시 삼일로 67, 시민약국 2층 201호 (북부동)",129.034832336,35.343895433
고운이치과의원,양산시 북정중앙로 30 (북정동),129.047811857,35.361347321
홍이부부치과의원,"양산시 물금읍 오봉로 165, 505호 (대동상가)",129.006217228,35.335698541
하나치과의원,양산시 덕계로 99 (덕계동),129.152861781,35.376105927
황치과의원,양산시 덕계로 86 (덕계동),129.152127353,35.374920715
채치과의원,양산시 서창로 180 (삼호동),129.171981519,35.415436339
부부치과의원,"양산시 하북면 신평로 39, 3층",129.086769948,35.491779447
유태준치과의원,양산시 덕계로 81 (덕계동),129.151691099,35.374986277
이치과의원,"양산시 양산역1길 7, 2층 (중부동, 시외버스터미널)",129.026745798,35.335630398
설승완치과의원,"양산시 삼일로 68, 서라벌빌딩 2층 105호 (중부동)",129.034747980,35.343492814
전성우치과의원,"양산시 덕계로 85 (덕계동, 메디팜한사랑약국)",129.151935341,35.375248611
문치과의원,양산시 상북면 반회서6길 8,129.059579143,35.414784757
범어치과의원,"양산시 물금읍 황산로 709, 203호,204호,205호,206호 (경민아파트상가)",129.009431078,35.332983718
하얀이치과의원,양산시 중앙로 179 (북부동),129.039126286,35.346630936
이재학치과의원,"양산시 양산역3길 16, 3층 (중부동, 청솔타워)",129.028143643,35.336759945
성은주치과의원,양산시 서일동로 31 (중부동),129.036827188,35.341107913
서창치과의원,양산시 서창로 186 (삼호동),129.172402614,35.415772130
황치과의원,"양산시 신기서길 31, 208호 (신기동, 주공상가)",129.041178100,35.352691041
서울치과의원,의령읍 의병로 228-1,128.261717681,35.319649874
신반미소치과의원,의령군 부림면 신번로 163,128.323882568,35.467867815
의령치과의원,의령군 의령읍 의병로 209,128.259580283,35.319670838
박치과의원,의령군 의령읍 충익로 23-2,128.261884578,35.318308459
뉴욕진치과의원,의령군 의령읍 의병로 205,128.259175628,35.319618089
서울치과의원,함안군 가야읍 가야6길 17,128.405348885,35.276741798
상아치과의원,"함안군 가야읍 가야로 33-1, 2층",128.404945266,35.277509313
가야치과의원,"함안군 가야읍 가야로 45, 2층",128.406091438,35.277780763
함안굿스마일치과의원,함안군 가야읍 남경길 20 (라온빌딩),128.409006274,35.278398773
연세미치과의원,"함안군 가야읍 남경길 32, 3층 302호 (함안메디컬빌딩)",128.409611374,35.278748911
함안치과의원,함안군 가야읍 함마대로 1636-16 (시외버스터미널(2층)),128.409059733,35.279407847
아라치과의원,함안군 가야읍 함안대로 569,128.404471380,35.277153770
79플란트 치과의원,"함안군 가야읍  가야로 60, 6층(홍성빌딩)",128.407745097,35.277561437
함안우리치과의원,"함안군 함마대로 1494, 2층",128.399157135,35.274914064
군북치과의원,함안군 군북면 중암7길 12,128.345849991,35.261546884
함안이편한치과의원,"함안군 군북면 함마대로 826, 2층",128.347810912,35.262355463
오치과의원," 함안군 칠원읍 서남길 3, 2층",128.518014718,35.307278219
현대치과의원,함안군 칠원읍 원서로 16-2,128.517946641,35.307748702
조은치과의원,"함안군 칠원읍 원서로 3, 2층",128.519061732,35.308529213
고운미소치과의원,"함안군 칠원읍 호암길 22, 305호",128.521113368,35.275245736
미소부부치과의원,"창녕군 창녕읍 우포2로 1215, 2층",128.488951434,35.543590928
서울민치과의원,창녕군 남지읍 동포로 3,128.481703503,35.389449172
연세고운치과의원,창녕군 창녕읍 명덕로 28-1,128.492600726,35.542506566
굿스마일치과의원,"창녕군 남지읍 낙동로 519, 2층",128.481302378,35.389338319
남지치과의원,"창녕군 남지읍 남지중앙로 112, 302호 (광산빌딩3층)",128.481761240,35.392071948
창녕보스톤치과의원,"창녕군 창녕읍 군청길 18, 4층 401호 (성동빌딩)",128.492057355,35.542571350
영산치과의원,"창녕군 영산면 영산중앙길 1, 2층",128.526958532,35.456727357
하나치과의원,창녕군 창녕읍 명덕로 3-4,,
가나치과의원,창녕군 영산면 영산계성로 59,128.526190959,35.456526896
김민성치과의원,"창녕군 창녕읍 명덕로 47, 2층",128.494691819,35.542972372
박치과의원,창녕군 남지읍 선창길 6-2,128.481723336,35.388746522
경남치과의원,창녕군 창녕읍 명덕로 66-1,128.496427387,35.542526346
e행복치과의원,"창녕군 영산면 영산중앙길 3, 3층",128.527149581,35.456670748
고성미소가있는치과의원,고성군 고성읍 동외로 170,128.326277054,34.976325690
고명치과의원,"고성군 거류면 거류로 670, 2층",128.405254722,34.990852535
제일치과의원,고성군 회화면 배둔로 20,128.368390239,35.056482652
예손치과의원,고성군 고성읍 동외로 169,128.325960594,34.976544920
배효택치과의원,고성군 고성읍 성내로135번길 16,128.323204937,34.973948742
양민호치과의원,고성군 고성읍 중앙로 32,128.323572590,34.974083787
로덴치과의원,고성군 고성읍 중앙로43번길 16,128.325252980,34.974681657
정직한치과의원,"고성군 고성읍 동외로 157, 3층",128.325641419,34.975323704
탁현석치과의원,고성군 고성읍 동외로 175 (양강빌딩(3층)),128.325909041,34.976962686
고성플란트치과의원,"고성군 고성읍 동외로156번길 5-3, 2층",128.326134393,34.975375745
우리치과의원,"고성군 고성읍 동외로170, 2층",128.326277054,34.976325690
케이플란트치과의원,남해군 남해읍 화전로 67,127.894092774,34.837175700
창선서울치과의원,남해군 창선면 창선로 76-1,128.013500570,34.856087948
미조치과의원,남해군 미조면 미조로 14,128.046323231,34.712732830
노형섭치과의원,"남해군 남해읍 화전로 82, 2층",127.894266515,34.838506709
서울치과의원,남해군 남해읍 화전로96번가길 10,127.894950189,34.840694390
정치과의원,"남해군 남해읍 화전로96번가길 4, 2층",127.895029353,34.840055547
부부치과의원,남해군 남해읍 화전로 103,127.893696460,34.840406384
김남현치과의원,남해군 남해읍 화전로 111,127.893744112,34.841265385
남해치과의원,남해군 남해읍 화전로78번길 2,127.894352190,34.838062349
김기채치과의원,하동군 하동읍 중앙로 18,127.750604002,35.070541407
서울치과의원,하동군 하동읍 중앙로 19-1,127.750258579,35.070167078
진교정치과의원,"하동군 진교면 진교중앙길 11, 2층",127.903614226,35.028919624
고운이치과의원,하동군 하동읍 중앙로 11,127.751191232,35.070283739
아름치과의원,하동군 진교면 진교중앙길 13,127.903458195,35.028885414
제일치과의원,하동군 진교면 진교중앙길 17,127.902926651,35.028778204
하동중앙치과의원,하동군 하동읍 중앙로 15,127.750849247,35.070153633
사랑치과의원,"하동군 금남면 섬진강대로 966, 1층",127.809886777,34.996933378
화개치과의원,"하동군 화개면 화개로 2-15, 2층",127.623378102,35.189525956
강남치과의원,하동군 옥종면 옥종중앙길 54,127.879844360,35.180203555
전도치과의원,하동군 금남면 섬진강대로 973-21,127.809540317,34.996408132
세종치과의원,하동군 옥종면 옥종중앙길 60-1,127.879892154,35.180663987
대한치과의원,"산청군 신안면 지리산대로 3475, 2층 (근공인중개사사무소)",127.972071002,35.303562836
산청치과의원,산청군 산청읍 웅석봉로 17,127.876120327,35.415399119
덕산치과의원,산청군 시천면 남명로 200-1,127.838482870,35.277073202
우리치과의원,"산청군 신안면 원지로 17, 2층",127.974339673,35.303139156
손치과의원,산청군 산청읍 중앙로 14,127.876191959,35.415493841
참미소치과의원,"산청군 산청읍 중앙로 21, 산청축협",127.877183008,35.415487515
연세누가치과의원,"함양군 함양읍 교산3길 3, 연세누가치과의원",127.730080119,35.521231553
지리산치과의원,"함양군 함양읍 용평중앙길 12, 3층",127.728072835,35.518478757
삼성치과의원,"함양군 함양읍 고운로 97, 2층",127.731967596,35.521454401
서울이플란트치과의원,함양군 함양읍 고운로 76,127.729825705,35.520740656
효치과의원,"함양군 함양읍 함양로 1126, 2층",127.727253924,35.519100956
단아미소치과의원,"함양군 함양읍 함양로 1116, 2층",127.726885854,35.518238513
상아치과의원,함양군 함양읍 용평길 2,127.727395340,35.519479458
박애치과의원,함양군 함양읍 용평중앙길 2-1,127.727230926,35.518368027
현대치과의원,"함양군 함양읍 용평중앙길 10, 2층 (동신빌딩B)",127.727824303,35.518444199
안의치과의원,함양군 안의면 광풍로 142,127.813049327,35.628819782
탑치과의원,"거창군 거창읍 중앙로 163-6, 3층",127.916209988,35.688170724
효사랑치과의원,"거창군 거창읍 거창대로 77, 2층 202호 (희성타운)",127.915334728,35.688291804
거창미르치과의원,"거창군 거창읍 거창대로 52, 2층 (동성리젠시)",127.916808819,35.686419383
솔플란트치과의원,"거창군 거창읍 강변로 127, 2층 201호 (한성CITY타워)",127.910900157,35.684633902
이사랑치과의원,거창군 거창읍 거창대로 90-1,127.915500790,35.689585127
새서울치과의원,거창군 거창읍 거창대로 99,127.914460296,35.690144451
이치과의원,거창군 거창읍 거창대로 100,127.915221472,35.690422079
김치과의원,거창군 거창읍 거창대로 60-1,127.916369644,35.686972020
중앙치과의원,"거창군 거창읍 거창대로1길 7-2, 1층",127.916787671,35.687347682
현대치과의원,"거창군 거창읍 거창대로 58, 2층",127.916473762,35.686799523
형치과의원,"거창군 거창읍 거창대로 63, 2층",127.915810819,35.687275757
거창치과의원,"거창군 거창읍 중앙로 134, 2층",127.912939295,35.686900814
최치과의원,거창군 거창읍 거창대로 78,127.915877260,35.688517970
동재한치과의원,거창군 거창읍 거창대로 90,127.915420855,35.689488531
제일치과의원,"거창군 거창읍 거창대로 65, 3층",127.915620037,35.687305571
성모치과의원,거창군 거창읍 중앙로 122,127.911854040,35.686560377
미홍치과의원,거창군 거창읍 아림로 31-1,127.910281815,35.685886667
본치과의원,"합천군 합천읍 동서로 95, 3층 301호",128.162829377,35.566728964
새로이 치과의원,"합천군 합천읍 옥산로 68, 3층",128.162683156,35.568110507
합천미치과의원,"합천군 합천읍 대야로 895, 2층",128.163135132,35.568505209
이사랑치과의원,합천군 가야면 가야시장로 67,128.138707245,35.760607301
탑치과의원,"합천군 합천읍 대야로 891, 2층",128.163052538,35.568016121
서울치과의원,"합천군 삼가면 삼가중앙길 28, 축협 2층",128.122765659,35.413547006
초계치과의원,합천군 초계면 초계중앙로 61,128.266839983,35.559312900
제일치과의원,합천군 삼가면 삼가중앙길 21,128.121967651,35.413394422
단아미소치과의원,합천군 합천읍 옥산로 89,128.164963968,35.568294351
예일치과의원,합천군 합천읍 대야로 888,128.163424936,35.567536089
안동환치과의원,합천군 합천읍 충효로1길 11-21,128.162340010,35.563907932
성산부부한의원,"창원시 성산구 삼정자로43번길 8, 성주빌딩 402~403호 (성주동)",128.711020264,35.198754926
한솔한의원,"창원시 의창구 동읍 용정길46번길 43, 1층",128.705457460,35.274902539
온유한의원,"창원시 성산구 중앙대로100번길 13, 2층 201호 (상남동)",128.681425971,35.222709358
한음한방신경정신과한의원,"창원시 성산구 상남로 118, CNN타워 601호 (상남동)",128.683124456,35.223465935
공산재한의원 창원,"창원시 성산구 원이대로 587, 정우상가 201호 (용호동)",128.679481329,35.228413966
박성봉한의원,"창원시 의창구 북면 감계로 262, 3층 303호",128.589558181,35.301944688
제이한의원,"창원시 의창구 중동중앙로 47, 어반브릭스 4층 4026~7호 (중동)",128.624969384,35.256643333
자연과한의원,"창원시 성산구 마디미로16번길 9, 서우빌딩 2층 201호 (상남동)",128.683975227,35.223252417
수강한의원,"창원시 의창구 읍성로 45, 2층 (중동)",128.622966006,35.265146959
금송한의원,"창원시 의창구 중동중앙로 47, 어반브릭스 STUDIO STREET MALL 4층 4018, 4019호 (중동)",128.624969384,35.256643333
경희리(Lee)한의원,"창원시 성산구 동산로 124, 성원아파트 성원종합상가 5층 509호 (상남동)",128.691613625,35.219342021
윤슬한의원,"창원시 성산구 원이대로 320, 더시티세븐 T동 703호 (대원동)",128.653213815,35.240375612
무동부부한의원,"창원시 의창구 북면 무동로226번길 6-30, 한울빌딩 1층 102,103호",128.585336227,35.317496063
신월한의원,"창원시 성산구 상남로192번길 41-3, 토우빌딩 1층 (신월동)",128.691391972,35.227280098
폴리한의원,"창원시 성산구 상남로 107, 상남 큐비 메종드테라스 201,202호 (상남동)",128.681785396,35.223057327
보강한의원,"창원시 성산구 창이대로881번길 9, 3층 301호 (대방동)",128.707985834,35.207227706
손한의원,"창원시 의창구 평산로207번길 4, 5층 507호 (서상동)",128.625893700,35.260200091
힐링한의원,창원시 의창구 사림로 107 (봉곡동),128.683729795,35.244969442
반지한의원,"창원시 성산구 반지로 55, 1층 (반지동)",128.662778531,35.242920691
다인한의원,"창원시 성산구 대정로 31-4, 203호 (가음동, 가고파상가)",128.698042424,35.207429658
박동수한의원,"창원시 성산구 가음정로43번길 3, 5층 504.505호 (가음동, 가음정빌딩)",128.689004582,35.209597366
고든몸한의원,"창원시 성산구 상남로 118, 3층 (상남동, CNN타워)",128.683124456,35.223465935
코호한의원,"창원시 성산구 중앙대로100번길 14, 2층 211,212호 (상남동, 스타타워즈오피스텔)",128.681105583,35.222382791
수성한의원,"창원시 성산구 신사로 113, 1층 (사파동)",128.696296560,35.221523503
삼삼한의원,"창원시 성산구 대암로 247, A402호 (성주동, 더스퀘어)",128.711450711,35.203891393
해율한의원,"창원시 성산구 마디미로21번길 17, 7층 701호 (상남동, 상남동피아노빌딩)",128.686227945,35.221685560
감계명한의원,"창원시 의창구 북면 감계로 300 (402,403호)",128.593629957,35.301946022
청춘한의원,"창원시 성산구 원이대로 654, 4층층 402,403,404호 (상남동, 세인프라자)",128.684901309,35.224371470
경희우진혁한의원,"창원시 성산구 신월로 9, 1층 (신월동)",128.690306204,35.230693289
해수한의원,"창원시 성산구 원이대로 670 (상남동, 삼육빌딩2층)",128.686467848,35.223507267
현한의원,"창원시 성산구 대정로 73 (남양동, 성원1차제상가동3층306호)",128.701163996,35.211041520
바른몸한의원,"창원시 성산구 토월로 88 (상남동, 1층)",128.684098249,35.218828310
행복한백세한의원,"창원시 의창구 도계로60번길 13-22 (도계동, 2층)",128.637131363,35.257635462
정성한의원,"창원시 성산구 대정로 135 (대방동, 대방덕산타운210,211호)",128.707297435,35.212268715
명인당한의원,"창원시 성산구 중앙대로 123 (중앙동, 롯데마트 4층)",128.680248253,35.225522669
생명마루한의원,창원시 성산구 용지로 49 (중앙동),128.674463553,35.221125313
휴한의원,"창원시 성산구 원이대로 578 (중앙동, 구트병원 4층 401호,402호)",128.677949856,35.228369434
동남정한의원,창원시 성산구 마디미로3번길 10 (상남동),128.686415570,35.223125291
남양열린한의원,창원시 성산구 가음로13번길 33 (남양동),128.700982036,35.213077641
생기한의원,창원시 성산구 원이대로682번길 14 (상남동),128.686585511,35.222111189
화동한의원,창원시 성산구 동산로 122 (상남동),128.690591677,35.218627502
하늘체한의원,"창원시 성산구 단정로 13 (상남동, 에이스타워 2층)",128.682322644,35.220706907
현대한의원,창원시 의창구 대봉로 14 (봉림동),128.667187388,35.250447306
민강한의원,"창원시 의창구 도계로 357-4 (도계동, 중앙상가연립 105호)",,
열린한의원,창원시 의창구 명지로 82-4 (명서동),128.646742220,35.249188352
손빛한의원,"창원시 성산구 대암로 80, 성원3차아파트상가 401호 (대방동)",128.705297292,35.215008649
정겨운한의원,"창원시 성산구 토월로 86 (상남동, 1층)",128.683977535,35.218702509
행복한경희한의원,창원시 성산구 원이대로473번길 21 (반림동),128.670159181,35.235582024
후한의원,"창원시 성산구 원이대로 591, X프리빌딩 7,10층 (용호동)",128.679976372,35.228127015
신상호한의원,창원시 의창구 동읍 의창대로 854,128.684603441,35.276850607
북면한의원,창원시 의창구 북면 신촌본포로 8,128.608419062,35.347323494
해밀한의원,"창원시 의창구 도계로 57 (도계동, 중앙빌딩 2층 204호)",128.637754895,35.259495627
하늘마음한의원,"창원시 성산구 원이대로 668 (상남동, 2층)",128.686288152,35.223605326
코스비한의원,창원시 성산구 신사로 69-1(신월동),128.692714055,35.223932286
우리한의원,창원시 성산구 창이대로690번길 4-1 (사파동),128.699684100,35.223092342
예안한의원,"창원시 의창구 사림로45번길 1, 2층 (봉곡동, 동진자동차정비)",128.677498825,35.247561867
발머스한의원,"창원시 성산구 원이대로 678 (상남동, 901호)",128.687195485,35.223098291
드림한의원,"창원시 성산구 동산로65번길 31, 1층 (상남동)",128.684145908,35.217010811
홍한의원,"창원시 의창구 소계로 91-1 (소계동, 2층)",128.598907687,35.257185628
우보한의원,"창원시 의창구 중동중앙로 83, 디세븐파크 3층 313~316호 (중동)",128.627591436,35.259265813
경희송암한의원,"창원시 의창구 도계로 66 (도계동, 정화빌딩)",128.637964705,35.258729423
금한의원,"창원시 성산구 마디미서로 68 (상남동, 창원시 새마을회관)",128.679999508,35.219831166
보명한의원,"창원시 성산구 신촌로 112 (신촌동, 신촌생활문화센터)",128.628530563,35.199524865
반송한의원,"창원시 성산구 원이대로473번길 20-3 (반림동, 신협상가)",128.670555309,35.235385626
토월한의원,"창원시 성산구 원이대로 672 (상남동, 성인빌딩)",128.686653531,35.223404179
더웰한의원,"창원시 성산구 원이대로 666 (상남동, 금강빌딩)",128.686109098,35.223709830
오복한의원,창원시 의창구 동읍 동읍로 5,128.684360535,35.277840259
자연한의원,창원시 성산구 신월로 25 (신월동),128.691370832,35.229576683
석현365한의원,"창원시 의창구 중동중앙로 95, 304~5호 (중동)",128.628810929,35.259493625
우리조은한의원,창원시 의창구 대산면 주남로 553,128.707170932,35.333407651
이레생한의원,"창원시 성산구 중앙대로100번길 93 (상남동, 리베라컨벤션 4층)",,
해맑은한의원,"창원시 의창구 소계로 83-5 (소계동, 해맑은한의원)",128.599216827,35.256485150
미동의보감한의원,"창원시 성산구 원이대로 676 (상남동, 금탑빌딩)",128.687011349,35.223204090
도도한의원,창원시 성산구 원이대로473번길 13 (반림동),128.669824244,35.235327693
대선한의원,"창원시 성산구 가양로124번길 5-11, 3층 302,303호 (대방동, 골든프라자)",128.707599186,35.209146963
신영통부부한의원,"창원시 성산구 용지로133번길 3, 한서빌딩 6층 601호 (중앙동)",128.679397816,35.227316440
광명당한의원,"창원시 성산구 반송로 148-6, 미건빌딩 301호 (반림동)",128.671255665,35.235960335
명신부부한의원,"창원시 의창구 읍성로 78 (소답동, 명신부부한의원)",128.626334094,35.264845733
느티나무한의원,"창원시 성산구 가양로136번길 14 (대방동, 대양빌딩)",128.708077406,35.208390626
코비한의원,"창원시 의창구 의안로2번길 37, 에은빌딩 4층 (소답동)",128.627814650,35.261663957
참조은한의원,창원시 성산구 가음로 82 (가음동),128.702731345,35.205978094
함소아한의원,"창원시 성산구 단정로 14 (상남동, 쌍둥이빌딩)",128.682111173,35.220350883
참경희한의원,"창원시 의창구 서상로 71 (서상동, 세경빌딩)",128.620262416,35.264764503
흥시윤한의원,"창원시 의창구 읍성로 71, 원창상가 5층 501,502,503호 (소답동)",128.625824702,35.265138501
튼튼꾸러기한의원,"창원시 성산구 마디미서로 26 (상남동, 한독빌딩)",128.682580322,35.222834256
대성한의원,"창원시 의창구 팔용로 428 (팔용동, 드림피아)",128.612847550,35.254660735
자향한의원,"창원시 성산구 용지로 83 (중앙동, SKY서비스센터)",128.676491480,35.223518991
도계한의원,"창원시 의창구 도계로60번길 3 (도계동, 동의부부한의원)",128.637544830,35.258880672
진산한의원,창원시 의창구 읍성로33번길 2-1 (북동),128.621617461,35.265223799
유진한의원,"창원시 의창구 서상로 37, 대웅탕 1층 101,103호 (서상동)",128.617024943,35.263273029
단아안석림한의원,창원시 성산구 가양로 100 (남양동),128.704187601,35.208734449
코아한의원,"창원시 의창구 팔용로443번길 1 (팔용동, 혜성빌딩)",128.613322366,35.256016355
무궁화한의원,"창원시 의창구 봉곡로 123번길 10, 1층(봉곡동)",128.671332360,35.245906565
동양한의원,"창원시 성산구 원이대로 716 (상남동, 대동메디칼)",128.690161888,35.221036706
우인한의원,"창원시 성산구 가양로124번길 23 (대방동, 크리스탈빌딩)",128.707619389,35.207304827
행복한의원,"창원시 성산구 가음로13번길 33 (남양동, 남양종합상가)",128.700982036,35.213077641
청정한의원,창원시 성산구 용지로239번길 16 (용호동),128.685324739,35.236001192
우리들한의원,창원시 의창구 봉곡로124번길 1 (봉곡동),128.670245211,35.246259570
문한의원,"창원시 성산구 마디미로73번길 20, 402호 (상남동)",128.682970172,35.218962852
세종한의원,"창원시 성산구 동산로 124, 502-1호 (상남동, 성원주상가)",128.691613625,35.219342021
